RecordID	Category	Start Time	End Time	Attributes
Guid515	readBoundData	1/8/2015 20:31:50		colName=nodes; format=nameList; rowCount=36
Guid515	readBoundData	1/8/2015 20:31:50		colName=size; rowCount=36; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:31:50		colName=color; rowCount=36; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:31:50		colName=nodes; format=nameList; rowCount=36
Guid515	readBoundData	1/8/2015 20:31:50		colName=color; rowCount=36; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:31:50		colName=nodes; format=nameList; rowCount=36
Guid515	readBoundData	1/8/2015 20:31:50		colName=size; rowCount=36; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:31:50		colName=color; rowCount=36; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:31:50		colName=size; rowCount=36; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:31:50		colName=size; rowCount=36; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:31:50		colName=size; rowCount=36; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:31:50		rootCount=5; leaveCount=28; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:31:50		rootCount=5; leaveCount=28; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	readBoundData	1/8/2015 20:31:50		colName=size; rowCount=36; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:31:50		rootCount=5; leaveCount=28; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:31:50		rootCount=5; leaveCount=28; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	readBoundData	1/8/2015 20:31:50		colName=size; rowCount=36; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:31:50		colName=size; rowCount=36; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:31:50		colName=size; rowCount=36; isCategorical=false; min=NaN; max=NaN
Guid515	treeStats	1/8/2015 20:31:53		rootCount=6; leaveCount=29; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:31:53		rootCount=6; leaveCount=29; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:32:21		rootCount=6; leaveCount=29; maxDepth=2; nameColCount=2; namesWithBlanks=5
Guid515	treeStats	1/8/2015 20:32:21		rootCount=6; leaveCount=29; maxDepth=2; nameColCount=2; namesWithBlanks=5
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:32:34		colName=nodes; format=nameList; rowCount=37
Guid515	readBoundData	1/8/2015 20:32:34		colName=color; rowCount=37; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:32:34		colName=nodes; format=nameList; rowCount=37
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:32:34		colName=color; rowCount=37; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:32:34		colName=color; rowCount=37; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:32:34		colName=nodes; format=nameList; rowCount=37
Guid515	readBoundData	1/8/2015 20:32:34		colName=nodes; format=nameList; rowCount=37
Guid515	readBoundData	1/8/2015 20:32:34		colName=color; rowCount=37; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:32:34		colName=nodes; format=nameList; rowCount=37
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:32:34		colName=color; rowCount=37; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:32:34		colName=color; rowCount=37; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:32:34		colName=size; rowCount=37; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:32:34		colName=nodes; format=nameList; rowCount=37
Guid515	treeStats	1/8/2015 20:33:57		rootCount=6; leaveCount=30; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:33:57		rootCount=6; leaveCount=30; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:33:57		rootCount=6; leaveCount=30; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:33:57		rootCount=6; leaveCount=30; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:34:21		colName=color; rowCount=38; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:34:21		colName=nodes; format=nameList; rowCount=38
Guid515	readBoundData	1/8/2015 20:34:21		colName=nodes; format=nameList; rowCount=38
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:34:21		colName=nodes; format=nameList; rowCount=38
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:34:21		colName=nodes; format=nameList; rowCount=38
Guid515	readBoundData	1/8/2015 20:34:21		colName=color; rowCount=38; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:34:21		colName=nodes; format=nameList; rowCount=38
Guid515	readBoundData	1/8/2015 20:34:21		colName=color; rowCount=38; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:34:21		colName=color; rowCount=38; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:34:21		colName=color; rowCount=38; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:34:21		colName=nodes; format=nameList; rowCount=38
Guid515	readBoundData	1/8/2015 20:34:21		colName=color; rowCount=38; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:34:21		rootCount=6; leaveCount=30; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:34:21		colName=nodes; format=nameList; rowCount=38
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:34:21		rootCount=6; leaveCount=30; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:34:21		colName=size; rowCount=38; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:34:22		colName=size; rowCount=38; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:34:24		rootCount=6; leaveCount=31; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:34:24		rootCount=6; leaveCount=31; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:34:24		colName=color; rowCount=38; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:34:26		colName=size; rowCount=38; isCategorical=false; min=NaN; max=NaN
Guid515	treeStats	1/8/2015 20:34:36		rootCount=6; leaveCount=32; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:34:36		rootCount=6; leaveCount=32; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:34:40		rootCount=6; leaveCount=33; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:34:40		rootCount=6; leaveCount=33; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:34:48		rootCount=6; leaveCount=34; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:34:48		rootCount=6; leaveCount=34; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:34:56		rootCount=7; leaveCount=35; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:34:56		rootCount=7; leaveCount=35; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:35:03		rootCount=6; leaveCount=35; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:35:03		rootCount=6; leaveCount=35; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:36:20		rootCount=7; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:36:20		rootCount=7; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:36:20		rootCount=7; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:36:20		colName=nodes; format=nameList; rowCount=39
Guid515	treeStats	1/8/2015 20:36:20		rootCount=7; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:36:20		colName=nodes; format=nameList; rowCount=39
Guid515	treeStats	1/8/2015 20:36:20		rootCount=7; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:36:20		colName=size; rowCount=39; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:36:20		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	treeStats	1/8/2015 20:36:20		rootCount=7; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:36:20		colName=size; rowCount=39; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:36:20		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:36:20		colName=size; rowCount=39; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:36:20		colName=nodes; format=nameList; rowCount=39
Guid515	readBoundData	1/8/2015 20:36:20		colName=size; rowCount=39; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:36:20		colName=size; rowCount=39; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:36:20		colName=nodes; format=nameList; rowCount=39
Guid515	readBoundData	1/8/2015 20:36:20		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:36:20		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:36:20		colName=nodes; format=nameList; rowCount=39
Guid515	readBoundData	1/8/2015 20:36:20		colName=size; rowCount=39; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:36:20		colName=nodes; format=nameList; rowCount=39
Guid515	readBoundData	1/8/2015 20:36:20		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:36:20		colName=size; rowCount=39; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:36:20		colName=size; rowCount=39; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:36:20		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:36:20		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:36:20		colName=size; rowCount=39; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:36:20		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:36:21		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:36:21		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:36:21		colName=size; rowCount=39; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:36:21		rootCount=7; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=8
Guid515	readBoundData	1/8/2015 20:36:21		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	treeStats	1/8/2015 20:36:21		rootCount=7; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=8
Guid515	readBoundData	1/8/2015 20:36:21		colName=size; rowCount=39; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:36:21		colName=color; rowCount=39; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:36:21		colName=size; rowCount=39; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:36:21		colName=size; rowCount=39; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:36:21		rootCount=7; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=8
Guid515	treeStats	1/8/2015 20:36:21		rootCount=7; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=8
Guid515	readBoundData	1/8/2015 20:36:21		colName=size; rowCount=39; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:36:24		rootCount=6; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:36:24		rootCount=6; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:36:24		rootCount=6; leaveCount=36; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:36:31		rootCount=6; leaveCount=37; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:36:31		rootCount=6; leaveCount=37; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:36:31		rootCount=6; leaveCount=37; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:36:31		rootCount=6; leaveCount=37; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:00		colName=nodes; format=nameList; rowCount=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=color; rowCount=40; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:00		colName=nodes; format=nameList; rowCount=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:00		colName=color; rowCount=40; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:00		colName=color; rowCount=40; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:00		colName=color; rowCount=40; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:00		colName=nodes; format=nameList; rowCount=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=nodes; format=nameList; rowCount=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:00		colName=nodes; format=nameList; rowCount=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=color; rowCount=40; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:00		colName=nodes; format=nameList; rowCount=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:00		colName=nodes; format=nameList; rowCount=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=color; rowCount=40; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:00		colName=nodes; format=nameList; rowCount=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:00		colName=color; rowCount=40; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:00		colName=color; rowCount=40; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=nodes; format=nameList; rowCount=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=color; rowCount=40; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:00		colName=color; rowCount=40; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:00		colName=nodes; format=nameList; rowCount=40
Guid515	readBoundData	1/8/2015 20:37:00		colName=size; rowCount=40; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:37:01		rootCount=6; leaveCount=37; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:37:01		colName=size; rowCount=40; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:37:01		colName=size; rowCount=40; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:37:01		rootCount=6; leaveCount=37; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:37:01		rootCount=6; leaveCount=37; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:37:01		rootCount=6; leaveCount=37; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:37:01		rootCount=6; leaveCount=37; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:37:01		colName=size; rowCount=40; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:37:19		rootCount=6; leaveCount=38; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:37:19		rootCount=6; leaveCount=38; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:37:19		rootCount=6; leaveCount=38; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:37:19		rootCount=6; leaveCount=38; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	readBoundData	1/8/2015 20:37:33		colName=nodes; format=nameList; rowCount=41
Guid515	readBoundData	1/8/2015 20:37:33		colName=color; rowCount=41; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:33		colName=nodes; format=nameList; rowCount=41
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:33		colName=nodes; format=nameList; rowCount=41
Guid515	readBoundData	1/8/2015 20:37:33		colName=color; rowCount=41; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:33		colName=nodes; format=nameList; rowCount=41
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:33		colName=color; rowCount=41; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:33		colName=nodes; format=nameList; rowCount=41
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:33		colName=color; rowCount=41; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:33		colName=nodes; format=nameList; rowCount=41
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:33		colName=color; rowCount=41; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:33		colName=color; rowCount=41; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:33		colName=nodes; format=nameList; rowCount=41
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:33		colName=color; rowCount=41; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:33		colName=color; rowCount=41; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=NaN; max=NaN
Guid515	treeStats	1/8/2015 20:37:33		rootCount=6; leaveCount=38; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:37:33		colName=color; rowCount=41; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:33		colName=color; rowCount=41; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:37:33		rootCount=6; leaveCount=38; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:37:33		rootCount=6; leaveCount=38; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:37:33		rootCount=6; leaveCount=38; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:37:33		rootCount=6; leaveCount=38; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	readBoundData	1/8/2015 20:37:33		colName=size; rowCount=41; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:37:34		colName=size; rowCount=41; isCategorical=false; min=0; max=40
Guid515	treeStats	1/8/2015 20:37:34		rootCount=6; leaveCount=38; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:37:36		rootCount=7; leaveCount=39; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:37:36		rootCount=7; leaveCount=39; maxDepth=2; nameColCount=2; namesWithBlanks=7
Guid515	treeStats	1/8/2015 20:37:44		rootCount=7; leaveCount=39; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:37:44		rootCount=7; leaveCount=39; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:37:44		rootCount=7; leaveCount=39; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	treeStats	1/8/2015 20:37:44		rootCount=7; leaveCount=39; maxDepth=2; nameColCount=2; namesWithBlanks=6
Guid515	readBoundData	1/8/2015 20:37:51		colName=color; rowCount=42; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:51		colName=color; rowCount=42; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:51		colName=size; rowCount=42; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:51		colName=nodes; format=nameList; rowCount=42
Guid515	readBoundData	1/8/2015 20:37:51		colName=size; rowCount=42; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:51		colName=nodes; format=nameList; rowCount=42
Guid515	readBoundData	1/8/2015 20:37:51		colName=size; rowCount=42; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:51		colName=color; rowCount=42; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:51		colName=nodes; format=nameList; rowCount=42
Guid515	readBoundData	1/8/2015 20:37:51		colName=color; rowCount=42; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:51		colName=nodes; format=nameList; rowCount=42
Guid515	readBoundData	1/8/2015 20:37:51		colName=nodes; format=nameList; rowCount=42
Guid515	readBoundData	1/8/2015 20:37:51		colName=size; rowCount=42; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:51		colName=size; rowCount=42; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:51		colName=color; rowCount=42; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:51		colName=nodes; format=nameList; rowCount=42
Guid515	readBoundData	1/8/2015 20:37:51		colName=color; rowCount=42; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:51		colName=nodes; format=nameList; rowCount=42
Guid515	readBoundData	1/8/2015 20:37:51		colName=color; rowCount=42; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:51		colName=size; rowCount=42; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:51		colName=size; rowCount=42; isCategorical=false; min=NaN; max=NaN
Guid515	readBoundData	1/8/2015 20:37:51		colName=color; rowCount=42; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:51		colName=nodes; format=nameList; rowCount=42
Guid515	readBoundData	1/8/2015 20:37:51		colName=size; rowCount=42; isCategorical=false; min=0; max=40
Guid515	readBoundData	1/8/2015 20:37:51		colName=color; rowCount=42; isCategorical=false; min=-1; max=1
Guid515	readBoundData	1/8/2015 20:37:51		colName=nodes; format=nameList; rowCount=42
Guid515	readBoundData	1/8/2015 20:37:51		colName=nodes; format=nameList; rowCount=42
Guid515	readBoundData	1/8/2015 20:37:51		colName=size; rowCount=42; isCategorical=false; min=0; max=40
