NewColumn.Index	Attribute	Value
Guid1680	vers	v4
Guid1681	anonIP	ip922
Guid1681	ChartId	chartId_1452274848437_0.967297534797166
Guid1681	vers	v4
Guid1682	anonIP	ip928
Guid1682	ChartId	chartId_1452276726633_0.2907602513206056
Guid1682	vers	v4
Guid1683	anonIP	ip929
Guid1683	ChartId	chartId_1452277894656_0.7997895876913277
Guid1683	vers	v4
Guid1684	anonIP	ip921
Guid1684	ChartId	chartId_1452278236863_0.3565430897243021
Guid1684	vers	v4
Guid1685	anonIP	ip929
Guid1685	ChartId	chartId_1452278409231_0.9400378728145333
Guid1685	vers	v4
Guid1686	anonIP	ip930
Guid1686	ChartId	chartId_1452279065918_0.28229781038653906
Guid1686	vers	v4
Guid1687	anonIP	ip931
Guid1687	ChartId	chartId_1449773104803_0.9603502490907921
Guid1687	vers	v4
Guid1688	anonIP	ip932
Guid1688	ChartId	chartId_1442062566432_0.680491550359875
Guid1688	vers	v4
Guid1689	anonIP	ip933
Guid1689	ChartId	chartId_1452281803815_0.23423192699700018
Guid1689	vers	v4
Guid1690	anonIP	ip921
Guid1690	ChartId	chartId_1452281863728_0.378649462748792
Guid1690	vers	v4
Guid1691	anonIP	ip934
Guid1691	ChartId	chartId_1452283202706_0.7814965277461929
Guid1691	vers	v4
Guid1692	anonIP	ip935
Guid1692	ChartId	chartId_1452283567571_0.4257227202121846
Guid1692	vers	v4
Guid1693	anonIP	ip936
Guid1693	ChartId	chartId_1452288162673_0.8371683191508055
Guid1693	vers	v4
Guid1694	anonIP	ip936
Guid1694	ChartId	chartId_1452288224919_0.13172799861058593
Guid1694	vers	v4
Guid1695	anonIP	ip936
Guid1695	ChartId	chartId_1452288263831_0.7487965889740735
Guid1695	vers	v4
Guid1696	anonIP	ip937
Guid1696	ChartId	chartId_1449329034386_0.0014359636697918177
Guid1696	vers	v4
Guid1697	anonIP	ip938
Guid1697	ChartId	chartId_1452289556958_0.8741279128808894
Guid1697	vers	v4
Guid1698	anonIP	ip939
Guid1698	ChartId	chartId_1446686570011_0.2784499055461925
Guid1698	vers	v4
Guid1699	anonIP	ip940
Guid1699	ChartId	chartId_1448484094854_0.27776135592593964
Guid1699	vers	v4
Guid1700	anonIP	ip941
Guid1700	ChartId	chartId_1452292713408_0.2437716170391776
Guid1700	vers	v4
Guid1701	anonIP	ip942
Guid1701	ChartId	chartId_1452292961515_0.15358886162103363
Guid1701	vers	v4
Guid1702	anonIP	ip943
Guid1702	ChartId	chartId_1452293840354_0.4978072954590177
Guid1702	vers	v4
Guid1703	anonIP	ip940
Guid1703	ChartId	chartId_1448483374183_0.8452965666368914
Guid1703	vers	v4
Guid1704	anonIP	ip944
Guid1704	ChartId	chartId_1450862091801_0.750680624274537
Guid1704	vers	v4
Guid1705	anonIP	ip945
Guid1705	ChartId	chartId_1451828540504_0.8234682160833044
Guid1705	vers	v4
Guid1706	anonIP	ip946
Guid1706	ChartId	chartId_1452297212157_0.9279966065030917
Guid1706	vers	v4
Guid1707	anonIP	ip947
Guid1707	ChartId	chartId_1454892147429_0.7368699014186859
Guid1707	vers	v4
Guid1708	anonIP	ip948
Guid1708	ChartId	chartId_1454888544543_0.4150066257724947
Guid1708	vers	v4
Guid1709	anonIP	ip948
Guid1709	ChartId	chartId_1454892463285_0.3919181665424939
Guid1709	vers	v4
Guid1710	anonIP	ip949
Guid1710	ChartId	chartId_1449603076051_0.4281386046204716
Guid1710	vers	v4
Guid1711	anonIP	ip950
Guid1711	ChartId	chartId_1414710900316_0.1743660961181464
Guid1711	vers	v3
Guid1712	anonIP	ip951
Guid1712	ChartId	chartId_1444763885361_0.2844124998243801
Guid1712	vers	v4
Guid1713	anonIP	ip952
Guid1713	ChartId	chartId_1454900265877_0.7141885382693511
Guid1713	vers	v4
Guid1714	anonIP	ip953
Guid1714	ChartId	chartId_1423631226733_0.6334321529744475
Guid1714	vers	v4
Guid1715	anonIP	ip954
Guid1715	ChartId	chartId_1454907164160_0.7457470126738395
Guid1715	vers	v4
Guid1716	anonIP	ip955
Guid1716	ChartId	chartId_1454907511128_0.3776360367325972
Guid1716	vers	v4
Guid1717	anonIP	ip956
Guid1717	ChartId	chartId_1454907913842_0.18603052361868322
Guid1717	vers	v4
Guid1718	anonIP	ip956
Guid1718	ChartId	chartId_1454907944841_0.5503334845416248
Guid1718	vers	v4
Guid1719	anonIP	ip903
Guid1719	ChartId	chartId_1454909488658_0.15418201071592463
Guid1719	vers	v4
Guid1720	anonIP	ip957
Guid1720	ChartId	chartId_1454910318098_0.39719433050618685
Guid1720	vers	v4
Guid1721	anonIP	ip957
Guid1721	ChartId	chartId_1454910352613_0.18741157003492115
Guid1721	vers	v4
Guid1722	anonIP	ip957
Guid1722	ChartId	chartId_1454910396981_0.1571481096011234
Guid1722	vers	v4
Guid1723	anonIP	ip957
Guid1723	ChartId	chartId_1454910583710_0.4231162801309961
Guid1723	vers	v4
Guid1724	anonIP	ip957
Guid1724	ChartId	chartId_1454910947402_0.09618734818957697
Guid1724	vers	v4
Guid1725	anonIP	ip957
Guid1725	ChartId	chartId_1454910989063_0.46483746488125355
Guid1725	vers	v4
Guid1726	anonIP	ip957
Guid1726	ChartId	chartId_1454911245991_0.3093488626029353
Guid1726	vers	v4
Guid1727	anonIP	ip957
Guid1727	ChartId	chartId_1454911379434_0.3442018432670738
Guid1727	vers	v4
Guid1728	anonIP	ip957
Guid1728	ChartId	chartId_1454911730158_0.029364266563716767
Guid1728	vers	v4
Guid1729	anonIP	ip957
Guid1729	ChartId	chartId_1454912093452_0.22253283688680386
Guid1729	vers	v4
Guid1730	anonIP	ip958
Guid1730	ChartId	chartId_1448603451933_0.8895731291268021
Guid1730	vers	v4
Guid1731	anonIP	ip959
Guid1731	ChartId	chartId_1454913362958_0.833224130095914
Guid1731	vers	v4
Guid1732	anonIP	ip960
Guid1732	ChartId	chartId_1401377044252_0.3023440256283837
Guid1732	vers	v4
Guid1733	anonIP	ip960
Guid1733	ChartId	chartId_1401375381681_0.516314506417708
Guid1733	vers	v4
Guid1734	anonIP	ip960
Guid1734	ChartId	chartId_1452419957944_0.13113559555178844
Guid1734	vers	v4
Guid1735	anonIP	ip960
Guid1735	ChartId	chartId_1401375133418_0.2435823764613393
Guid1735	vers	v4
Guid1736	anonIP	ip961
Guid1736	ChartId	chartId_1454913414912_0.5738787722548406
Guid1736	vers	v4
Guid1737	anonIP	ip962
Guid1737	ChartId	chartId_1454913662595_0.4131225454621017
Guid1737	vers	v4
Guid1738	anonIP	ip957
Guid1738	ChartId	chartId_1454913840522_0.3763915714134167
Guid1738	vers	v4
Guid1739	anonIP	ip957
Guid1739	ChartId	chartId_1454914844676_0.7137625908337559
Guid1739	vers	v4
Guid1740	anonIP	ip963
Guid1740	ChartId	chartId_1454914919991_0.1990103702398307
Guid1740	vers	v4
Guid1741	anonIP	ip964
Guid1741	ChartId	chartId_1454914951982_0.17528433553218065
Guid1741	vers	v4
Guid1742	anonIP	ip963
Guid1742	ChartId	chartId_1454914951982_0.17528433553218065
Guid1742	vers	v4
Guid1743	anonIP	ip957
Guid1743	ChartId	chartId_1454915385432_0.192647977146292
Guid1743	vers	v4
Guid1744	anonIP	ip965
Guid1744	ChartId	chartId_1454915730213_0.3740490146446973
Guid1744	vers	v4
Guid1745	anonIP	ip964
Guid1745	ChartId	chartId_1454915737299_0.5136716822202745
Guid1745	vers	v4
Guid1746	anonIP	ip963
Guid1746	ChartId	chartId_1454915737299_0.5136716822202745
Guid1746	vers	v4
Guid1747	anonIP	ip966
Guid1747	ChartId	chartId_1454915762598_0.538291678576144
Guid1747	vers	v4
Guid1748	anonIP	ip963
Guid1748	ChartId	chartId_1454917041886_0.9349278503242548
Guid1748	vers	v4
Guid1749	anonIP	ip964
Guid1749	ChartId	chartId_1454917041886_0.9349278503242548
Guid1749	vers	v4
Guid1750	anonIP	ip964
Guid1750	ChartId	chartId_1454917106723_0.43573221666029893
Guid1750	vers	v4
Guid1751	anonIP	ip963
Guid1751	ChartId	chartId_1454917106723_0.43573221666029893
Guid1751	vers	v4
Guid1752	anonIP	ip957
Guid1752	ChartId	chartId_1454917329256_0.38271320077511156
Guid1752	vers	v4
Guid1753	anonIP	ip957
Guid1753	ChartId	chartId_1454917564542_0.23828398329562106
Guid1753	vers	v4
Guid1754	anonIP	ip957
Guid1754	ChartId	chartId_1454917590147_0.8716154769087854
Guid1754	vers	v4
Guid1755	anonIP	ip967
Guid1755	ChartId	chartId_1454918012298_0.13310321094468236
Guid1755	vers	v4
Guid1756	anonIP	ip968
Guid1756	ChartId	chartId_1454920358595_0.22520522915127794
Guid1756	vers	v4
Guid1757	anonIP	ip969
Guid1757	ChartId	chartId_1454920459924_0.02423303803499638
Guid1757	vers	v4
Guid1758	anonIP	ip969
Guid1758	ChartId	chartId_1454920624170_0.3692185142328277
Guid1758	vers	v4
Guid1759	anonIP	ip970
Guid1759	ChartId	chartId_1432789637153_0.40896568559009893
Guid1759	vers	v4
Guid1760	anonIP	ip970
Guid1760	ChartId	chartId_1432791025292_0.8439195780865731
Guid1760	vers	v4
Guid1761	anonIP	ip970
Guid1761	ChartId	chartId_1432807507066_0.09778061688214368
Guid1761	vers	v4
Guid1762	anonIP	ip971
Guid1762	ChartId	chartId_1448959320074_0.5800446888359714
Guid1762	vers	v4
Guid1763	anonIP	ip972
Guid1763	ChartId	chartId_1454923862268_0.6511618029524533
Guid1763	vers	v4
Guid1764	anonIP	ip972
Guid1764	ChartId	chartId_1454924115263_0.560922666919323
Guid1764	vers	v4
Guid1765	anonIP	ip972
Guid1765	ChartId	chartId_1454924174082_0.0742996863068931
Guid1765	vers	v4
Guid1766	anonIP	ip973
Guid1766	ChartId	chartId_1448978414882_0.2529855122228287
Guid1766	vers	v4
Guid1767	anonIP	ip974
Guid1767	ChartId	chartId_1454924194427_0.6908469088375568
Guid1767	vers	v4
Guid1768	anonIP	ip974
Guid1768	ChartId	chartId_1454924270096_0.007431932492181659
Guid1768	vers	v4
Guid1769	anonIP	ip957
Guid1769	ChartId	chartId_1454924769239_0.8396958074598193
Guid1769	vers	v4
Guid1770	anonIP	ip975
Guid1770	ChartId	chartId_1454682413245_0.2629922137245702
Guid1770	vers	v4
Guid1771	anonIP	ip975
Guid1771	ChartId	chartId_1454706652089_0.845464685216335
Guid1771	vers	v4
Guid1772	anonIP	ip975
Guid1772	ChartId	chartId_1454708081657_0.21808758126870326
Guid1772	vers	v4
Guid1773	anonIP	ip976
Guid1773	ChartId	chartId_1454716108671_0.00815512785550937
Guid1773	vers	v4
Guid1774	anonIP	ip977
Guid1774	ChartId	chartId_1454927951637_0.7401487931421091
Guid1774	vers	v4
Guid1775	anonIP	ip978
Guid1775	ChartId	chartId_1454428643399_0.5498909077141434
Guid1775	vers	v4
Guid1776	anonIP	ip978
Guid1776	ChartId	chartId_1454428697118_0.5029034242033958
Guid1776	vers	v4
Guid1777	anonIP	ip979
Guid1777	ChartId	chartId_1452778272346_0.44253669874269474
Guid1777	vers	v4
Guid1778	anonIP	ip979
Guid1778	ChartId	chartId_1452779912374_0.06076004942982832
Guid1778	vers	v4
Guid1779	anonIP	ip979
Guid1779	ChartId	chartId_1454930263563_0.47079895667815047
Guid1779	vers	v4
Guid1780	anonIP	ip980
Guid1780	ChartId	chartId_1453395493727_0.532621967191175
Guid1780	vers	v4
Guid1781	anonIP	ip981
Guid1781	ChartId	chartId_1454930853619_0.04849132131703088
Guid1781	vers	v4
Guid1782	anonIP	ip982
Guid1782	ChartId	chartId_1454930853619_0.04849132131703088
Guid1782	vers	v4
Guid1783	anonIP	ip983
Guid1783	ChartId	chartId_1454930955687_0.05599329598991187
Guid1783	vers	v4
Guid1784	anonIP	ip981
Guid1784	ChartId	chartId_1454931156748_0.017609256136524642
Guid1784	vers	v4
Guid1785	anonIP	ip982
Guid1785	ChartId	chartId_1454931156748_0.017609256136524642
Guid1785	vers	v4
Guid1786	anonIP	ip981
Guid1786	ChartId	chartId_1454931502549_0.6119733890815708
Guid1786	vers	v4
Guid1787	anonIP	ip982
Guid1787	ChartId	chartId_1454931502549_0.6119733890815708
Guid1787	vers	v4
Guid1788	anonIP	ip984
Guid1788	ChartId	chartId_1454932919904_0.5799157364624154
Guid1788	vers	v4
Guid1789	anonIP	ip985
Guid1789	ChartId	chartId_1454932882841_0.20031265408589555
Guid1789	vers	v4
Guid1790	anonIP	ip986
Guid1790	ChartId	chartId_1454932889514_0.9383178174926363
Guid1790	vers	v4
Guid1791	anonIP	ip985
Guid1791	ChartId	chartId_1454933231039_0.5599570230695852
Guid1791	vers	v4
Guid1792	anonIP	ip972
Guid1792	ChartId	chartId_1454934234028_0.6546111839801327
Guid1792	vers	v4
Guid1793	anonIP	ip987
Guid1793	ChartId	chartId_1454934239707_0.06468064404356816
Guid1793	vers	v4
Guid1794	anonIP	ip987
Guid1794	ChartId	chartId_1454934358941_0.1234483141784462
Guid1794	vers	v4
Guid1795	anonIP	ip987
Guid1795	ChartId	chartId_1454934535320_0.48024324251654926
Guid1795	vers	v4
Guid1796	anonIP	ip988
Guid1796	ChartId	chartId_1454861578704_0.23843392640540167
Guid1796	vers	v4
Guid1797	anonIP	ip989
Guid1797	ChartId	chartId_1454936446635_0.7250319440056758
Guid1797	vers	v4
Guid1798	anonIP	ip990
Guid1798	ChartId	chartId_1454939262396_0.9083778833812395
Guid1798	vers	v4
Guid1799	anonIP	ip990
Guid1799	ChartId	chartId_1454939519703_0.6978330624196762
Guid1799	vers	v4
Guid1800	anonIP	ip990
Guid1800	ChartId	chartId_1454939683439_0.6477472285167691
Guid1800	vers	v4
Guid1801	anonIP	ip990
Guid1801	ChartId	chartId_1454939742771_0.22167130776685334
Guid1801	vers	v4
Guid1802	anonIP	ip991
Guid1802	ChartId	chartId_1454939968078_0.29436738763864956
Guid1802	vers	v4
Guid1803	anonIP	ip990
Guid1803	ChartId	chartId_1454940029823_0.8371218326020324
Guid1803	vers	v4
Guid1804	anonIP	ip990
Guid1804	ChartId	chartId_1454940255202_0.23465109577615373
Guid1804	vers	v4
Guid1805	anonIP	ip990
Guid1805	ChartId	chartId_1454940310420_0.06267306955642204
Guid1805	vers	v4
Guid1806	anonIP	ip990
Guid1806	ChartId	chartId_1454940340655_0.3346869014442627
Guid1806	vers	v4
Guid1807	anonIP	ip991
Guid1807	ChartId	chartId_1454940475371_0.20803489166518546
Guid1807	vers	v4
Guid1808	anonIP	ip948
Guid1808	ChartId	chartId_1454940685959_0.7903562169495932
Guid1808	vers	v4
Guid1809	anonIP	ip948
Guid1809	ChartId	chartId_1454940869845_0.6473158803167821
Guid1809	vers	v4
Guid1810	anonIP	ip990
Guid1810	ChartId	chartId_1454941237594_0.03012687157142996
Guid1810	vers	v4
Guid1811	anonIP	ip992
Guid1811	ChartId	chartId_1450862091801_0.750680624274537
Guid1811	vers	v4
Guid1812	anonIP	ip993
Guid1812	ChartId	chartId_1454340394341_0.5419631541050014
Guid1812	vers	v4
Guid1813	anonIP	ip993
Guid1813	ChartId	chartId_1454361099717_0.9587064341778327
Guid1813	vers	v4
Guid1814	anonIP	ip994
Guid1814	ChartId	chartId_1454942425722_0.7653388369362801
Guid1814	vers	v4
Guid1815	anonIP	ip995
Guid1815	ChartId	chartId_1454771446637_0.0032704967498263237
Guid1815	vers	v4
Guid1816	anonIP	ip996
Guid1816	ChartId	chartId_1454680751980_0.19141497491530363
Guid1816	vers	v4
Guid1817	anonIP	ip997
Guid1817	ChartId	chartId_1448469762897_0.8603242127088831
Guid1817	vers	v4
Guid1818	anonIP	ip998
Guid1818	ChartId	chartId_1454947521155_0.012842177712256097
Guid1818	vers	v4
Guid1819	anonIP	ip998
Guid1819	ChartId	chartId_1454947929084_0.09337337242289362
Guid1819	vers	v4
Guid1820	anonIP	ip999
Guid1820	ChartId	chartId_1447266417494_0.6676560891445675
Guid1820	vers	v4
Guid1821	anonIP	ip1000
Guid1821	ChartId	chartId_1454948490989_0.12227312324315792
Guid1821	vers	v4
Guid1822	anonIP	ip1001
Guid1822	ChartId	chartId_1450307910069_0.2974791854786919
Guid1822	vers	v4
Guid1823	anonIP	ip1002
Guid1823	ChartId	chartId_1450713287968_0.4749034411058144
Guid1823	vers	v4
Guid1824	anonIP	ip1003
Guid1824	ChartId	chartId_1454949232633_0.09922063180811807
Guid1824	vers	v4
Guid1825	anonIP	ip1004
Guid1825	ChartId	chartId_1454949611509_0.8098196339670685
Guid1825	vers	v4
Guid1826	anonIP	ip1005
Guid1826	ChartId	chartId_1454951048725_0.12841019849292934
Guid1826	vers	v4
Guid1827	anonIP	ip1006
Guid1827	ChartId	chartId_1454951596727_0.15217267954722047
Guid1827	vers	v4
Guid1828	anonIP	ip1007
Guid1828	ChartId	chartId_1454951596727_0.15217267954722047
Guid1828	vers	v4
Guid1829	anonIP	ip1006
Guid1829	ChartId	chartId_1454951788536_0.6693634311668575
Guid1829	vers	v4
Guid1830	anonIP	ip1007
Guid1830	ChartId	chartId_1454951788536_0.6693634311668575
Guid1830	vers	v4
Guid1831	anonIP	ip1008
Guid1831	ChartId	chartId_1454705688749_0.16280131163276634
Guid1831	vers	v4
Guid1832	anonIP	ip1009
Guid1832	ChartId	chartId_1453045793728_0.5470800641924143
Guid1832	vers	v4
Guid1833	anonIP	ip1010
Guid1833	ChartId	chartId_1454955068861_0.5070653432436754
Guid1833	vers	v4
Guid1834	anonIP	ip1011
Guid1834	ChartId	chartId_1454955652827_0.07804155023768544
Guid1834	vers	v4
Guid1835	anonIP	ip1012
Guid1835	ChartId	chartId_1454956268541_0.6160823680700804
Guid1835	vers	v4
Guid1836	anonIP	ip1013
Guid1836	ChartId	chartId_1454956472230_0.9349579378255277
Guid1836	vers	v4
Guid1837	anonIP	ip1013
Guid1837	ChartId	chartId_1454956526226_0.7658574916887069
Guid1837	vers	v4
Guid1838	anonIP	ip1014
Guid1838	ChartId	chartId_1454956631474_0.2507211181749967
Guid1838	vers	v4
Guid1839	anonIP	ip1015
Guid1839	ChartId	chartId_1454956945897_0.5541847335834263
Guid1839	vers	v4
Guid1840	anonIP	ip1013
Guid1840	ChartId	chartId_1454958642610_0.9563486834652912
Guid1840	vers	v4
Guid1841	anonIP	ip1016
Guid1841	ChartId	chartId_1454958863973_0.9995354181553768
Guid1841	vers	v4
Guid1842	anonIP	ip1013
Guid1842	ChartId	chartId_1454959403414_0.6560408638531591
Guid1842	vers	v4
Guid1843	anonIP	ip1017
Guid1843	ChartId	chartId_1454960425275_0.17682964583868227
Guid1843	vers	v4
Guid1844	anonIP	ip1018
Guid1844	ChartId	chartId_1401375381681_0.516314506417708
Guid1844	vers	v4
Guid1845	anonIP	ip1018
Guid1845	ChartId	chartId_1401377044252_0.3023440256283837
Guid1845	vers	v4
Guid1846	anonIP	ip1018
Guid1846	ChartId	chartId_1401375133418_0.2435823764613393
Guid1846	vers	v4
Guid1847	anonIP	ip1018
Guid1847	ChartId	chartId_1452419957944_0.13113559555178844
Guid1847	vers	v4
Guid1848	anonIP	ip1019
Guid1848	ChartId	chartId_1454915730213_0.3740490146446973
Guid1848	vers	v4
Guid1849	anonIP	ip1020
Guid1849	ChartId	chartId_1454736204256_0.6448721655379299
Guid1849	vers	v4
Guid1850	anonIP	ip1021
Guid1850	ChartId	chartId_1454964156309_0.9149481135563646
Guid1850	vers	v4
Guid1851	anonIP	ip1022
Guid1851	ChartId	chartId_1454964366454_0.1105065485759163
Guid1851	vers	v4
Guid1852	anonIP	ip1022
Guid1852	ChartId	chartId_1454965209443_0.1168572511523962
Guid1852	vers	v4
Guid1853	anonIP	ip1023
Guid1853	ChartId	chartId_1451503463358_0.09204120342530653
Guid1853	vers	v4
Guid1854	anonIP	ip1023
Guid1854	ChartId	chartId_1451501234258_0.9787860476382248
Guid1854	vers	v4
Guid1855	anonIP	ip1023
Guid1855	ChartId	chartId_1441280604752_0.11353683282978938
Guid1855	vers	v4
Guid1856	anonIP	ip1022
Guid1856	ChartId	chartId_1454965457233_0.9377846490651513
Guid1856	vers	v4
Guid1857	anonIP	ip1022
Guid1857	ChartId	chartId_1454965668809_0.3994392228124518
Guid1857	vers	v4
Guid1858	anonIP	ip1022
Guid1858	ChartId	chartId_1454966081626_0.12146155509524348
Guid1858	vers	v4
Guid1859	anonIP	ip1022
Guid1859	ChartId	chartId_1454966649802_0.3356096714151746
Guid1859	vers	v4
Guid1860	anonIP	ip1024
Guid1860	ChartId	chartId_1454966651107_0.6857257238589227
Guid1860	vers	v4
Guid1861	anonIP	ip1022
Guid1861	ChartId	chartId_1454967001478_0.15835804606432063
Guid1861	vers	v4
Guid1862	anonIP	ip1014
Guid1862	ChartId	chartId_1454968377150_0.92791782935983
Guid1862	vers	v4
Guid1863	anonIP	ip1025
Guid1863	ChartId	chartId_1454970860952_0.20304922740189385
Guid1863	vers	v4
Guid1864	anonIP	ip1022
Guid1864	ChartId	chartId_1454971016506_0.6954442046938811
Guid1864	vers	v4
Guid1865	anonIP	ip1026
Guid1865	ChartId	chartId_1454971917720_0.821165137359664
Guid1865	vers	v4
Guid1866	anonIP	ip1022
Guid1866	ChartId	chartId_1454972038695_0.05856367189907369
Guid1866	vers	v4
Guid1867	anonIP	ip1026
Guid1867	ChartId	chartId_1454972312687_0.4270546895371004
Guid1867	vers	v4
Guid1868	anonIP	ip1026
Guid1868	ChartId	chartId_1454972392001_0.30606151135860915
Guid1868	vers	v4
Guid1869	anonIP	ip1022
Guid1869	ChartId	chartId_1454972687588_0.17950015998741825
Guid1869	vers	v4
Guid1870	anonIP	ip1022
Guid1870	ChartId	chartId_1454972959126_0.976896100083193
Guid1870	vers	v4
Guid1871	anonIP	ip1027
Guid1871	ChartId	chartId_1437168242577_0.9693800162058324
Guid1871	vers	v4
Guid1872	anonIP	ip1028
Guid1872	ChartId	chartId_1454974296240_0.7078319516042533
Guid1872	vers	v4
Guid1873	anonIP	ip1029
Guid1873	ChartId	chartId_1455591864653_0.3874067352693173
Guid1873	vers	v4
Guid1874	anonIP	ip1029
Guid1874	ChartId	chartId_1455593092126_0.9613972702088543
Guid1874	vers	v4
Guid1875	anonIP	ip1030
Guid1875	ChartId	chartId_1457399719405_0.7674077365081757
Guid1875	vers	v4
Guid1876	anonIP	ip1031
Guid1876	ChartId	chartId_1457399719405_0.7674077365081757
Guid1876	vers	v4
Guid1877	anonIP	ip1032
Guid1877	ChartId	chartId_1457399719405_0.7674077365081757
Guid1877	vers	v4
Guid1878	anonIP	ip1033
Guid1878	ChartId	chartId_1457402163568_0.6844363708758067
Guid1878	vers	v4
Guid1879	anonIP	ip1033
Guid1879	ChartId	chartId_1457402292062_0.9418031864074136
Guid1879	vers	v4
Guid1880	anonIP	ip1033
Guid1880	ChartId	chartId_1457402322705_0.9606787862704305
Guid1880	vers	v4
Guid1881	anonIP	ip1034
Guid1881	ChartId	chartId_1457366299253_0.046972083393484354
Guid1881	vers	v4
Guid1882	anonIP	ip1034
Guid1882	ChartId	chartId_1457367051097_0.36956309201195836
Guid1882	vers	v4
Guid1883	anonIP	ip1035
Guid1883	ChartId	chartId_1457403397096_0.10004328837327347
Guid1883	vers	v4
Guid1884	anonIP	ip308
Guid1884	ChartId	chartId_1457370490769_0.2947511340017229
Guid1884	vers	v4
Guid1885	anonIP	ip1036
Guid1885	ChartId	chartId_1457406135646_0.11217291680160901
Guid1885	vers	v4
Guid1886	anonIP	ip1037
Guid1886	ChartId	chartId_1457407363284_0.7276576154714062
Guid1886	vers	v4
Guid1887	anonIP	ip1038
Guid1887	ChartId	chartId_1457410576069_0.846813518960507
Guid1887	vers	v4
Guid1888	anonIP	ip1039
Guid1888	ChartId	chartId_1448603451933_0.8895731291268021
Guid1888	vers	v4
Guid1889	anonIP	ip1040
Guid1889	ChartId	chartId_1449139363572_0.17001762960626238
Guid1889	vers	v4
Guid1890	anonIP	ip1041
Guid1890	ChartId	chartId_1457412175365_0.6721212714910507
Guid1890	vers	v4
Guid1891	anonIP	ip1041
Guid1891	ChartId	chartId_1457412223763_0.9368950908537954
Guid1891	vers	v4
Guid1892	anonIP	ip1041
Guid1892	ChartId	chartId_1457412283216_0.6669732220470905
Guid1892	vers	v4
Guid1893	anonIP	ip1042
Guid1893	ChartId	chartId_1457417239119_0.5618740944625115
Guid1893	vers	v4
Guid1894	anonIP	ip1043
Guid1894	ChartId	chartId_1457420545012_0.5648108697496355
Guid1894	vers	v4
Guid1895	anonIP	ip1043
Guid1895	ChartId	chartId_1457420580519_0.3371444162912667
Guid1895	vers	v4
Guid1896	anonIP	ip1043
Guid1896	ChartId	chartId_1457420607585_0.6650429365690798
Guid1896	vers	v4
Guid1897	anonIP	ip1044
Guid1897	ChartId	chartId_1457421081070_0.975990338018164
Guid1897	vers	v4
Guid1898	anonIP	ip1044
Guid1898	ChartId	chartId_1457421310829_0.8400242871139199
Guid1898	vers	v4
Guid1899	anonIP	ip1045
Guid1899	ChartId	chartId_1457422911949_0.4481818893815003
Guid1899	vers	v4
Guid1900	anonIP	ip1038
Guid1900	ChartId	chartId_1457424617910_0.5328885463962998
Guid1900	vers	v4
Guid1901	anonIP	ip1046
Guid1901	ChartId	chartId_1453924934474_0.641878963974777
Guid1901	vers	v4
Guid1902	anonIP	ip1047
Guid1902	ChartId	chartId_1457426371406_0.5642736572347825
Guid1902	vers	v4
Guid1903	anonIP	ip1047
Guid1903	ChartId	chartId_1457426585998_0.885766552598195
Guid1903	vers	v4
Guid1904	anonIP	ip1048
Guid1904	ChartId	chartId_1457426879500_0.5069543860949515
Guid1904	vers	v4
Guid1905	anonIP	ip1049
Guid1905	ChartId	chartId_1455544050395_0.9833365819517779
Guid1905	vers	v4
Guid1906	anonIP	ip1050
Guid1906	ChartId	chartId_1457427494374_0.980069963743859
Guid1906	vers	v4
Guid1907	anonIP	ip1051
Guid1907	ChartId	chartId_1457428920915_0.25971235474571586
Guid1907	vers	v4
Guid1908	anonIP	ip1052
Guid1908	ChartId	chartId_1426580126676_0.6596031452621947
Guid1908	vers	v4
Guid1909	anonIP	ip1053
Guid1909	ChartId	chartId_1457431911869_0.6402513031028878
Guid1909	vers	v4
Guid1910	anonIP	ip1054
Guid1910	ChartId	chartId_1452783464480_0.5573136411629294
Guid1910	vers	v4
Guid1911	anonIP	ip1055
Guid1911	ChartId	chartId_1457432862289_0.6589554098900408
Guid1911	vers	v4
Guid1912	anonIP	ip1056
Guid1912	ChartId	chartId_1457433252982_0.0472660728776757
Guid1912	vers	v4
Guid1913	anonIP	ip1057
Guid1913	ChartId	chartId_1457343913977_0.6837910853095201
Guid1913	vers	v4
Guid1914	anonIP	ip1058
Guid1914	ChartId	chartId_1427886880268_0.9974178148107229
Guid1914	vers	v4
Guid1915	anonIP	ip1058
Guid1915	ChartId	chartId_1427886880174_0.3112474487506583
Guid1915	vers	v4
Guid1916	anonIP	ip1059
Guid1916	ChartId	chartId_1457435051824_0.5695667996933498
Guid1916	vers	v4
Guid1917	anonIP	ip1060
Guid1917	ChartId	chartId_1457434997204_0.9537310778068864
Guid1917	vers	v4
Guid1918	anonIP	ip1061
Guid1918	ChartId	chartId_1457436376605_0.39781421208438944
Guid1918	vers	v4
Guid1919	anonIP	ip1062
Guid1919	ChartId	chartId_1415703031224_0.4416236456017941
Guid1919	vers	v4
Guid1920	anonIP	ip1062
Guid1920	ChartId	chartId_1415703806434_0.27992204017937183
Guid1920	vers	v4
Guid1921	anonIP	ip1063
Guid1921	ChartId	chartId_1457437152057_0.11138903097233721
Guid1921	vers	v4
Guid1922	anonIP	ip1064
Guid1922	ChartId	chartId_1457437831122_0.5252787420707088
Guid1922	vers	v4
Guid1923	anonIP	ip1049
Guid1923	ChartId	chartId_1455376436605_0.2974633352137383
Guid1923	vers	v4
Guid1924	anonIP	ip1065
