NewColumn.Index	Attribute	Value
Guid463	ChartId	chartId_1420680966714_0.7011131693879014
Guid463	vers	v3
Guid464	anonIP	ip249
Guid464	ChartId	chartId_1420681112445_0.36240663640234294
Guid464	vers	v3
Guid466	anonIP	ip249
Guid466	ChartId	chartId_1420681440490_0.47755530027221543
Guid466	vers	v3
Guid467	anonIP	ip249
Guid467	ChartId	chartId_1420681696045_0.7935837990810161
Guid467	vers	v3
Guid457	anonIP	ip250
Guid457	ChartId	chartId_1416951936764_0.04882402525201107
Guid457	vers	v3
Guid459	anonIP	ip251
Guid459	ChartId	chartId_1364752388623_0.3628430321516645
Guid459	vers	v3
Guid462	anonIP	ip251
Guid462	ChartId	chartId_1420680902416_0.13729768199846148
Guid462	vers	v3
Guid465	anonIP	ip252
Guid465	ChartId	chartId_1420681431689_0.01926445687520273
Guid465	vers	v3
Guid468	anonIP	ip253
Guid468	ChartId	chartId_1416951936764_0.04882402525201107
Guid468	vers	v3
Guid469	anonIP	ip254
Guid469	ChartId	chartId_1420613681160_0.49352523382299607
Guid469	vers	v3
Guid470	anonIP	ip255
Guid470	ChartId	chartId_1419036375802_0.38926189755457696
Guid470	vers	v3
Guid472	anonIP	ip256
Guid472	ChartId	chartId_1420696753269_0.8451914069778963
Guid472	vers	v3
Guid481	anonIP	ip256
Guid481	ChartId	chartId_1420704065974_0.1965684300623327
Guid481	vers	v3
Guid474	anonIP	ip257
Guid474	ChartId	chartId_1420699044682_0.5354461675552672
Guid474	vers	v3
Guid475	anonIP	ip258
Guid475	ChartId	chartId_1401375381681_0.516314506417708
Guid475	vers	v3
Guid476	anonIP	ip258
Guid476	ChartId	chartId_1401377044252_0.3023440256283837
Guid476	vers	v3
Guid477	anonIP	ip258
Guid477	ChartId	chartId_1401375133418_0.2435823764613393
Guid477	vers	v3
Guid478	anonIP	ip259
Guid478	ChartId	chartId_1420700503950_0.21998063724934574
Guid478	vers	v3
Guid479	anonIP	ip259
Guid479	ChartId	chartId_1420700689030_0.2990894728407309
Guid479	vers	v3
Guid480	anonIP	ip260
Guid480	ChartId	chartId_1420703335660_0.9694060317296929
Guid480	vers	v3
Guid482	anonIP	ip261
Guid482	ChartId	chartId_1420707571497_0.45784721827087715
Guid482	vers	v3
Guid483	anonIP	ip262
Guid483	ChartId	chartId_1416317009263_0.81508174085918
Guid483	vers	v3
Guid484	anonIP	ip263
Guid484	ChartId	chartId_1417836850812_0.4928895066855317
Guid484	vers	v3
Guid499	anonIP	ip263
Guid499	ChartId	chartId_1417834944219_0.1206840605075088
Guid499	vers	v3
Guid485	anonIP	ip264
Guid485	ChartId	chartId_1420712340776_0.7264908310654933
Guid485	vers	v3
Guid486	anonIP	ip264
Guid486	ChartId	chartId_1420712480854_0.6898819755798504
Guid486	vers	v3
Guid489	anonIP	ip264
Guid489	ChartId	chartId_1420714822277_0.3909530361911332
Guid489	vers	v3
Guid487	anonIP	ip265
Guid487	ChartId	chartId_1420712865874_0.07669335846791014
Guid487	vers	v3
Guid488	anonIP	ip265
Guid488	ChartId	chartId_1420713125998_0.42847711254349824
Guid488	vers	v3
Guid490	anonIP	ip266
Guid490	ChartId	chartId_1420714895171_0.8021852873433846
Guid490	vers	v3
Guid491	anonIP	ip267
Guid491	ChartId	chartId_1420704065974_0.1965684300623327
Guid491	vers	v3
Guid498	anonIP	ip267
Guid498	ChartId	chartId_1420720966930_0.6077857305990191
Guid498	vers	v3
Guid492	anonIP	ip268
Guid492	ChartId	chartId_1420715690394_0.3105867776663478
Guid492	vers	v3
Guid493	anonIP	ip269
Guid493	ChartId	chartId_1420690438861_0.6729196733201572
Guid493	vers	v3
Guid494	anonIP	ip270
Guid494	ChartId	chartId_1420716944488_0.670061914875421
Guid494	vers	v3
Guid495	anonIP	ip271
Guid495	ChartId	chartId_1420718449936_0.6874952062288752
Guid495	vers	v3
Guid496	anonIP	ip271
Guid496	ChartId	chartId_1420718605496_0.5452032906864255
Guid496	vers	v3
Guid497	anonIP	ip272
Guid497	ChartId	chartId_1420719609401_0.381828254263883
Guid497	vers	v3
Guid500	anonIP	ip273
Guid500	ChartId	chartId_1420723446420_0.9518982501170277
Guid500	vers	v3
Guid501	anonIP	ip274
Guid501	ChartId	chartId_1416317009263_0.81508174085918
Guid501	vers	v3
Guid502	anonIP	ip275
Guid502	ChartId	chartId_1420335208319_0.27780119562521577
Guid502	vers	v3
Guid503	anonIP	ip276
Guid503	ChartId	chartId_1420732617085_0.1033758297139355
Guid503	vers	v3
Guid506	anonIP	ip276
Guid506	ChartId	chartId_1420735256824_0.8670753262466768
Guid506	vers	v3
Guid504	anonIP	ip277
Guid504	ChartId	chartId_1420733758757_0.1766460176529328
Guid504	vers	v3
Guid505	anonIP	ip278
Guid505	ChartId	chartId_1399640644378_0.23096037701733013
Guid505	vers	v3
Guid507	anonIP	ip279
Guid507	ChartId	chartId_1418834850053_0.957307170795223
Guid507	vers	v3
Guid508	anonIP	ip279
Guid508	ChartId	chartId_1418836592348_0.3960640808551424
Guid508	vers	v3
Guid509	anonIP	ip279
Guid509	ChartId	chartId_1418833158435_0.7319008069648683
Guid509	vers	v3
Guid510	anonIP	ip280
Guid510	ChartId	chartId_1420503216211_0.7835178834479677
Guid510	vers	v3
Guid511	anonIP	ip281
Guid511	ChartId	chartId_1420738671023_0.8532610786179203
Guid511	vers	v3
Guid512	anonIP	ip281
Guid512	ChartId	chartId_1420740412469_0.5440901712046073
Guid512	vers	v3
Guid513	anonIP	ip281
Guid513	ChartId	chartId_1420740966586_0.0198219887752189
Guid513	vers	v3
Guid514	anonIP	ip282
Guid514	ChartId	chartId_1420742624785_0.8582895266906616
Guid514	vers	v3
Guid515	anonIP	ip283
Guid515	ChartId	chartId_1420743334326_0.2666293796354521
Guid515	vers	v3
Guid516	anonIP	ip284
Guid516	ChartId	chartId_1415703806434_0.27992204017937183
Guid516	vers	v3
Guid517	anonIP	ip284
Guid517	ChartId	chartId_1415703031224_0.4416236456017941
Guid517	vers	v3
Guid518	anonIP	ip285
Guid518	ChartId	chartId_1420745508749_0.26060789334587753
Guid518	vers	v3
Guid519	anonIP	ip286
Guid519	ChartId	chartId_1420747488636_0.5287811117873216
Guid519	vers	v3
Guid520	anonIP	ip286
Guid520	ChartId	chartId_1420747700435_0.3344867236284113
Guid520	vers	v3
Guid521	anonIP	ip286
Guid521	ChartId	chartId_1420747723757_0.15607257938410557
Guid521	vers	v3
Guid522	anonIP	ip287
Guid522	ChartId	chartId_1420748327753_0.7119578105654172
Guid522	vers	v3
Guid523	anonIP	ip287
Guid523	ChartId	chartId_1420748824516_0.0012445268234717033
Guid523	vers	v3
Guid524	anonIP	ip288
Guid524	ChartId	chartId_1420752774177_0.7858842778634858
Guid524	vers	v3
Guid525	anonIP	ip289
Guid525	ChartId	chartId_1420754441663_0.3107871010901098
Guid525	vers	v3
Guid526	anonIP	ip290
Guid526	ChartId	chartId_1420754598084_0.6919912590408752
Guid526	vers	v3
Guid527	anonIP	ip291
Guid527	ChartId	chartId_1420756517155_0.5080702478567551
Guid527	vers	v3
Guid528	anonIP	ip292
Guid528	ChartId	chartId_1420756685984_0.978092509250066
Guid528	vers	v3
Guid529	anonIP	ip292
Guid529	ChartId	chartId_1420756717185_0.8630522872047346
Guid529	vers	v3
Guid530	anonIP	ip293
Guid530	ChartId	chartId_1420756759917_0.21189826851982396
Guid530	vers	v3
Guid531	anonIP	ip294
Guid531	ChartId	chartId_1423280422811_0.19625293257860843
Guid531	vers	v4
Guid532	anonIP	ip294
Guid532	ChartId	chartId_1423353923120_0.040668334551367646
Guid532	vers	v4
Guid533	anonIP	ip295
Guid533	ChartId	chartId_1423365183675_0.40218323107105685
Guid533	vers	v4
Guid534	anonIP	ip296
Guid534	ChartId	chartId_1423372476721_0.22389851885846457
Guid534	vers	v4
Guid535	anonIP	ip296
Guid535	ChartId	chartId_1423372517032_0.8519754692203845
Guid535	vers	v4
Guid536	anonIP	ip296
Guid536	ChartId	chartId_1423372598111_0.24421491668616901
Guid536	vers	v4
Guid537	anonIP	ip296
Guid537	ChartId	chartId_1423374481687_0.45996724375091846
Guid537	vers	v4
Guid538	anonIP	ip297
Guid538	ChartId	chartId_1423375767466_0.04615601975334116
Guid538	vers	v4
Guid539	anonIP	ip298
Guid539	ChartId	chartId_1423378372229_0.6374361204373145
Guid539	vers	v3
Guid540	anonIP	ip298
Guid540	ChartId	chartId_1423378426032_0.6017112777647309
Guid540	vers	v3
Guid541	anonIP	ip299
Guid541	ChartId	chartId_1423396552913_0.015015774078798616
Guid541	vers	v4
Guid542	anonIP	ip299
Guid542	ChartId	chartId_1423397045190_0.3326929889407375
Guid542	vers	v4
Guid543	anonIP	ip300
Guid543	ChartId	chartId_1423403141050_0.1685775060515371
Guid543	vers	v4
Guid544	anonIP	ip301
Guid544	ChartId	chartId_1423410432007_0.10322185080494778
Guid544	vers	v4
Guid545	anonIP	ip302
Guid545	ChartId	chartId_1423418409470_0.781693775633437
Guid545	vers	v4
Guid546	anonIP	ip302
Guid546	ChartId	chartId_1423418888556_0.646593531465161
Guid546	vers	v4
Guid547	anonIP	ip303
Guid547	ChartId	chartId_1386107631867_0.2350707234264049
Guid547	vers	v4
Guid548	anonIP	ip304
Guid548	ChartId	chartId_1423429778828_0.533275318348663
Guid548	vers	v4
Guid549	anonIP	ip305
Guid549	ChartId	chartId_1422215082941_0.6484222321940736
Guid549	vers	v4
Guid550	anonIP	ip306
Guid550	ChartId	chartId_1364752388623_0.3628430321516645
Guid550	vers	v4
Guid551	anonIP	ip307
Guid551	ChartId	chartId_1423439694029_0.7490203107944937
Guid551	vers	v4
Guid552	anonIP	ip308
Guid552	ChartId	chartId_1425484485168_0.3477211211834599
Guid552	vers	v4
Guid675	anonIP	ip308
Guid675	ChartId	chartId_1426458019421_0.10151482217574276
Guid675	vers	v4
Guid915	anonIP	ip308
Guid915	ChartId	chartId_1436060519523_0.020298413671878512
Guid915	vers	v4
Guid1061	anonIP	ip308
Guid1061	ChartId	chartId_1437599071870_0.08323992712166372
Guid1061	vers	v4
Guid1088	anonIP	ip308
Guid1088	ChartId	chartId_1441597523864_0.8889840145407462
Guid1088	vers	v4
Guid553	anonIP	ip309
Guid553	ChartId	chartId_1425776297600_0.09239963182920224
Guid553	vers	v4
Guid554	anonIP	ip310
Guid554	ChartId	chartId_1425776421283_0.758271193248071
Guid554	vers	v4
Guid555	anonIP	ip311
Guid555	ChartId	chartId_1422814413508_0.4457640830856019
Guid555	vers	v4
Guid556	anonIP	ip312
Guid556	ChartId	chartId_1425801012121_0.5009657484728318
Guid556	vers	v4
Guid557	anonIP	ip312
Guid557	ChartId	chartId_1425801488190_0.0806425018069013
Guid557	vers	v4
Guid558	anonIP	ip313
Guid558	ChartId	chartId_1420843339027_0.7196326996244277
Guid558	vers	v4
Guid559	anonIP	ip314
Guid559	ChartId	chartId_1428455468636_0.41082829744562715
Guid559	vers	v4
Guid560	anonIP	ip314
Guid560	ChartId	chartId_1428455755032_0.3525870089678585
Guid560	vers	v4
Guid561	anonIP	ip315
Guid561	ChartId	chartId_1427611094565_0.8058496007367175
Guid561	vers	v4
Guid562	anonIP	ip315
Guid562	ChartId	chartId_1427621704594_0.4102898699131078
Guid562	vers	v4
Guid563	anonIP	ip316
Guid563	ChartId	chartId_1428452411236_0.8937717257223724
Guid563	vers	v4
Guid564	anonIP	ip317
Guid564	ChartId	chartId_1428452680646_0.5071514385147182
Guid564	vers	v4
Guid565	anonIP	ip318
Guid565	ChartId	chartId_1428466559208_0.34607569841185687
Guid565	vers	v4
Guid566	anonIP	ip318
Guid566	ChartId	chartId_1428467627128_0.9871949252021447
Guid566	vers	v4
Guid567	anonIP	ip319
Guid567	ChartId	chartId_1428467817627_0.8979078633710742
Guid567	vers	v4
Guid568	anonIP	ip320
Guid568	ChartId	chartId_1428470767210_0.066717317211417
Guid568	vers	v4
Guid570	anonIP	ip320
Guid570	ChartId	chartId_1428471746633_0.4822096487091846
Guid570	vers	v4
Guid569	anonIP	ip321
Guid569	ChartId	chartId_1426834616681_0.45119848320795413
Guid569	vers	v4
Guid571	anonIP	ip321
Guid571	ChartId	chartId_1428383187258_0.945281226730802
Guid571	vers	v4
Guid572	anonIP	ip322
Guid572	ChartId	chartId_1428472486491_0.2640732088310648
Guid572	vers	v4
Guid574	anonIP	ip323
Guid574	ChartId	chartId_1428383187258_0.945281226730802
Guid574	vers	v4
Guid575	anonIP	ip323
Guid575	ChartId	chartId_1426836392293_0.7861297097144644
Guid575	vers	v4
Guid576	anonIP	ip324
Guid576	ChartId	chartId_1401377044252_0.3023440256283837
Guid576	vers	v4
Guid577	anonIP	ip324
Guid577	ChartId	chartId_1401375133418_0.2435823764613393
Guid577	vers	v4
Guid578	anonIP	ip324
Guid578	ChartId	chartId_1401375381681_0.516314506417708
Guid578	vers	v4
Guid579	anonIP	ip325
Guid579	ChartId	chartId_1428474627729_0.366537610518709
Guid579	vers	v4
Guid580	anonIP	ip325
Guid580	ChartId	chartId_1428475241476_0.9703250920126396
Guid580	vers	v4
Guid584	anonIP	ip325
Guid584	ChartId	chartId_1428476028210_0.518391636595932
Guid584	vers	v4
Guid581	anonIP	ip326
Guid581	ChartId	chartId_1428475241476_0.9703250920126396
Guid581	vers	v4
Guid582	anonIP	ip326
Guid582	ChartId	chartId_1428474627729_0.366537610518709
Guid582	vers	v4
Guid583	anonIP	ip326
Guid583	ChartId	chartId_1428476028210_0.518391636595932
Guid583	vers	v4
Guid585	anonIP	ip327
Guid585	ChartId	chartId_1428476675505_0.8032290419748058
Guid585	vers	v4
Guid588	anonIP	ip327
Guid588	ChartId	chartId_1428478428976_0.1106567381221083
Guid588	vers	v4
Guid589	anonIP	ip327
Guid589	ChartId	chartId_1428478599533_0.09223851880582967
Guid589	vers	v4
Guid590	anonIP	ip327
Guid590	ChartId	chartId_1428478658988_0.5085273764917468
Guid590	vers	v4
Guid593	anonIP	ip327
Guid593	ChartId	chartId_1428481368789_0.536287217475216
Guid593	vers	v4
Guid594	anonIP	ip327
Guid594	ChartId	chartId_1428481701246_0.1973362383054471
Guid594	vers	v4
Guid586	anonIP	ip328
Guid586	ChartId	chartId_1423396552913_0.015015774078798616
Guid586	vers	v4
Guid587	anonIP	ip329
Guid587	ChartId	chartId_1428364978974_0.5666956062981892
Guid587	vers	v4
Guid591	anonIP	ip330
Guid591	ChartId	chartId_1428479829831_0.6048899306491975
Guid591	vers	v4
Guid592	anonIP	ip331
Guid592	ChartId	chartId_1428480895536_0.9282712069173966
Guid592	vers	v4
Guid595	anonIP	ip332
Guid595	ChartId	chartId_1427475238468_0.5433136563679546
Guid595	vers	v4
Guid596	anonIP	ip333
Guid596	ChartId	chartId_1428483903605_0.9268590780784665
Guid596	vers	v4
Guid597	anonIP	ip334
Guid597	ChartId	chartId_1428484060921_0.6808350964774574
Guid597	vers	v4
Guid598	anonIP	ip335
Guid598	ChartId	chartId_1428410762184_0.0331384061450582
Guid598	vers	v4
Guid599	anonIP	ip336
Guid599	ChartId	chartId_1428485391904_0.9627503179182233
Guid599	vers	v4
Guid600	anonIP	ip337
Guid600	ChartId	chartId_1426834616681_0.45119848320795413
Guid600	vers	v4
Guid601	anonIP	ip338
Guid601	ChartId	chartId_1415703806434_0.27992204017937183
Guid601	vers	v4
Guid602	anonIP	ip338
Guid602	ChartId	chartId_1415703031224_0.4416236456017941
Guid602	vers	v4
Guid603	anonIP	ip339
Guid603	ChartId	chartId_1427989776337_0.3044154615777485
Guid603	vers	v4
Guid604	anonIP	ip340
Guid604	ChartId	chartId_1427799075212_0.7013981679920107
Guid604	vers	v4
Guid605	anonIP	ip341
Guid605	ChartId	chartId_1427205856136_0.45263748998055636
Guid605	vers	v4
Guid606	anonIP	ip342
Guid606	ChartId	chartId_1427799075212_0.7013981679920107
Guid606	vers	v4
Guid607	anonIP	ip342
Guid607	ChartId	chartId_1427799162856_0.3858172900509089
Guid607	vers	v4
Guid608	anonIP	ip342
Guid608	ChartId	chartId_1427799163124_0.7182160418014973
Guid608	vers	v4
Guid609	anonIP	ip343
Guid609	ChartId	chartId_1428500978210_0.006932062883254098
Guid609	vers	v4
Guid610	anonIP	ip344
Guid610	ChartId	chartId_1428501709421_0.06528257360019646
Guid610	vers	v4
Guid611	anonIP	ip345
Guid611	ChartId	chartId_1428502109537_0.3137199006181482
Guid611	vers	v4
Guid612	anonIP	ip346
Guid612	ChartId	chartId_1421978298806_0.974481841083616
Guid612	vers	v4
Guid613	anonIP	ip347
Guid613	ChartId	chartId_1428504423601_0.9773243777584131
Guid613	vers	v4
Guid614	anonIP	ip348
Guid614	ChartId	chartId_1428504789063_0.4361732936653206
Guid614	vers	v4
Guid615	anonIP	ip349
Guid615	ChartId	chartId_1428019224421_0.33150492940387527
Guid615	vers	v4
Guid616	anonIP	ip349
Guid616	ChartId	chartId_1428019858004_0.34358146408738743
Guid616	vers	v4
Guid617	anonIP	ip350
Guid617	ChartId	chartId_1427969887218_0.6827640009362503
Guid617	vers	v4
Guid618	anonIP	ip350
Guid618	ChartId	chartId_1427969886909_0.9755173974820291
Guid618	vers	v4
Guid619	anonIP	ip351
Guid619	ChartId	chartId_1421978298806_0.974481841083616
Guid619	vers	v4
Guid620	anonIP	ip352
Guid620	ChartId	chartId_1425597820937_0.26090455925001976
Guid620	vers	v4
Guid621	anonIP	ip353
Guid621	ChartId	chartId_1428507113291_0.7406925908642861
Guid621	vers	v4
Guid624	anonIP	ip353
Guid624	ChartId	chartId_1428507196807_0.5843481684963832
Guid624	vers	v4
Guid627	anonIP	ip353
Guid627	ChartId	chartId_1421442944696_0.34705419231850615
Guid627	vers	v4
Guid628	anonIP	ip353
Guid628	ChartId	chartId_1421702221476_0.19393604895243466
Guid628	vers	v4
Guid629	anonIP	ip353
Guid629	ChartId	chartId_1421702390337_0.8082185849806659
Guid629	vers	v4
Guid632	anonIP	ip353
Guid632	ChartId	chartId_1428509498007_0.8139868678248012
Guid632	vers	v4
Guid633	anonIP	ip353
Guid633	ChartId	chartId_1428509538216_0.12282452672285804
Guid633	vers	v4
Guid634	anonIP	ip353
Guid634	ChartId	chartId_1428509598785_0.9906756071787233
Guid634	vers	v4
Guid622	anonIP	ip354
Guid622	ChartId	chartId_1428019858004_0.34358146408738743
Guid622	vers	v4
Guid623	anonIP	ip354
Guid623	ChartId	chartId_1428019224421_0.33150492940387527
Guid623	vers	v4
Guid625	anonIP	ip355
Guid625	ChartId	chartId_1428507498606_0.6470759733381337
Guid625	vers	v4
Guid626	anonIP	ip356
Guid626	ChartId	chartId_1428019858004_0.34358146408738743
Guid626	vers	v4
Guid630	anonIP	ip357
Guid630	ChartId	chartId_1428508130797_0.14252852903098856
Guid630	vers	v4
Guid631	anonIP	ip358
Guid631	ChartId	chartId_1425514056974_0.10289084712796748
Guid631	vers	v4
Guid635	anonIP	ip359
Guid635	ChartId	chartId_1428510195509_0.38667710732870253
Guid635	vers	v4
Guid636	anonIP	ip360
Guid636	ChartId	chartId_1428514498524_0.40344695072838804
Guid636	vers	v4
Guid637	anonIP	ip360
Guid637	ChartId	chartId_1428514552354_0.13268328292556736
Guid637	vers	v4
Guid638	anonIP	ip361
Guid638	ChartId	chartId_1428515277672_0.018748509302197735
Guid638	vers	v4
Guid640	anonIP	ip361
Guid640	ChartId	chartId_1428515631853_0.23310428612896067
Guid640	vers	v4
Guid639	anonIP	ip362
Guid639	ChartId	chartId_1426004059641_0.7309703548263059
Guid639	vers	v4
Guid692	anonIP	ip362
Guid692	ChartId	chartId_1430569249757_0.49129762686789036
Guid692	vers	v4
Guid715	anonIP	ip362
Guid715	ChartId	chartId_1427454249072_0.557426750903302
Guid715	vers	v4
Guid641	anonIP	ip363
Guid641	ChartId	chartId_1428516467545_0.4722394038039125
Guid641	vers	v4
Guid642	anonIP	ip364
Guid642	ChartId	chartId_1428517293618_0.3410812935671972
Guid642	vers	v4
Guid643	anonIP	ip365
Guid643	ChartId	chartId_1428517295392_0.683035576948896
Guid643	vers	v4
Guid644	anonIP	ip366
Guid644	ChartId	chartId_1426091485954_0.03988614261371953
Guid644	vers	v4
Guid645	anonIP	ip367
Guid645	ChartId	chartId_1428519120587_0.28483530199444295
Guid645	vers	v4
Guid646	anonIP	ip368
Guid646	ChartId	chartId_1423690617901_0.6730287385217506
Guid646	vers	v4
Guid647	anonIP	ip369
Guid647	ChartId	chartId_1428521119240_0.7943669679452334
Guid647	vers	v4
Guid648	anonIP	ip369
Guid648	ChartId	chartId_1428521185375_0.0685022956196133
Guid648	vers	v4
Guid649	anonIP	ip370
Guid649	ChartId	chartId_1428440816784_0.4904750440283317
Guid649	vers	v4
Guid650	anonIP	ip371
Guid650	ChartId	chartId_1428522004138_0.28332941889363466
Guid650	vers	v4
Guid668	anonIP	ip371
Guid668	ChartId	chartId_1428531032435_0.7382478072165652
Guid668	vers	v4
Guid669	anonIP	ip371
Guid669	ChartId	chartId_1428531369114_0.2379951976623229
Guid669	vers	v4
Guid673	anonIP	ip371
Guid673	ChartId	chartId_1428534820822_0.3955015088766905
Guid673	vers	v4
Guid651	anonIP	ip372
Guid651	ChartId	chartId_1428523972732_0.7734362798316399
Guid651	vers	v4
Guid652	anonIP	ip373
Guid652	ChartId	chartId_1428524716104_0.11252169353796537
Guid652	vers	v4
Guid654	anonIP	ip373
Guid654	ChartId	chartId_1428525127389_0.46193062842922794
Guid654	vers	v4
Guid657	anonIP	ip373
Guid657	ChartId	chartId_1428526333245_0.24618238525187286
Guid657	vers	v4
Guid658	anonIP	ip373
Guid658	ChartId	chartId_1428526482114_0.03726083054138485
Guid658	vers	v4
Guid659	anonIP	ip373
Guid659	ChartId	chartId_1428526654760_0.7171164515389147
Guid659	vers	v4
Guid666	anonIP	ip373
Guid666	ChartId	chartId_1428530375650_0.02273912681356921
Guid666	vers	v4
Guid653	anonIP	ip374
Guid653	ChartId	chartId_1428524927832_0.6732673157158084
Guid653	vers	v4
Guid655	anonIP	ip375
Guid655	ChartId	chartId_1428525688027_0.29521897893950433
Guid655	vers	v4
Guid656	anonIP	ip376
Guid656	ChartId	chartId_1428525838383_0.36192312190142983
Guid656	vers	v4
Guid660	anonIP	ip377
Guid660	ChartId	chartId_1428527125272_0.8874436003307988
Guid660	vers	v4
Guid661	anonIP	ip378
Guid661	ChartId	chartId_1428528321567_0.0542811328754807
Guid661	vers	v4
Guid662	anonIP	ip378
Guid662	ChartId	chartId_1428528369290_0.6074097637552689
Guid662	vers	v4
Guid663	anonIP	ip378
Guid663	ChartId	chartId_1428528387548_0.9790918609315516
Guid663	vers	v4
Guid664	anonIP	ip379
Guid664	ChartId	chartId_1428529236550_0.9434466399732528
Guid664	vers	v4
Guid665	anonIP	ip380
Guid665	ChartId	chartId_1428529318584_0.017598772161558362
Guid665	vers	v4
Guid667	anonIP	ip380
Guid667	ChartId	chartId_1428530782195_0.4827215044572079
Guid667	vers	v4
Guid670	anonIP	ip381
Guid670	ChartId	chartId_1428532092806_0.11068012029863894
Guid670	vers	v4
Guid671	anonIP	ip382
Guid671	ChartId	chartId_1427611094565_0.8058496007367175
Guid671	vers	v4
Guid672	anonIP	ip382
Guid672	ChartId	chartId_1427621704594_0.4102898699131078
Guid672	vers	v4
Guid676	anonIP	ip383
Guid676	ChartId	chartId_1431043209837_0.7382522591948487
Guid676	vers	v4
Guid677	anonIP	ip384
Guid677	ChartId	chartId_1430868136008_0.23732157109577867
Guid677	vers	v4
Guid678	anonIP	ip384
Guid678	ChartId	chartId_1431044089979_0.29936188681577635
Guid678	vers	v4
Guid679	anonIP	ip385
Guid679	ChartId	chartId_1431053902639_0.1522648864003759
Guid679	vers	v4
Guid680	anonIP	ip386
Guid680	ChartId	chartId_1431054895339_0.995561309878721
Guid680	vers	v4
Guid682	anonIP	ip387
Guid682	ChartId	chartId_1431060886369_0.8198989335532187
Guid682	vers	v4
Guid685	anonIP	ip388
Guid685	ChartId	chartId_1431063873058_0.8535914897524475
Guid685	vers	v4
Guid686	anonIP	ip389
Guid686	ChartId	chartId_1401377044252_0.3023440256283837
Guid686	vers	v4
Guid687	anonIP	ip389
Guid687	ChartId	chartId_1401375133418_0.2435823764613393
Guid687	vers	v4
Guid688	anonIP	ip389
Guid688	ChartId	chartId_1401375381681_0.516314506417708
Guid688	vers	v4
Guid689	anonIP	ip390
Guid689	ChartId	chartId_1431065760019_0.6773071185554863
Guid689	vers	v4
Guid690	anonIP	ip390
Guid690	ChartId	chartId_1431066709152_0.4540890150500676
Guid690	vers	v4
Guid691	anonIP	ip391
Guid691	ChartId	chartId_1431069210799_0.18541202719760796
Guid691	vers	v4
Guid693	anonIP	ip392
Guid693	ChartId	chartId_1423098778032_0.6135065532606717
Guid693	vers	v4
Guid694	anonIP	ip392
Guid694	ChartId	chartId_1423098985560_0.11487412715423106
Guid694	vers	v4
Guid695	anonIP	ip392
Guid695	ChartId	chartId_1423099131155_0.34568532528917606
Guid695	vers	v4
Guid696	anonIP	ip392
Guid696	ChartId	chartId_1424045125682_0.28585865066682553
Guid696	vers	v4
Guid697	anonIP	ip392
Guid697	ChartId	chartId_1424045372391_0.4550689709918776
Guid697	vers	v4
Guid698	anonIP	ip392
Guid698	ChartId	chartId_1424045256476_0.8499029461201208
Guid698	vers	v4
Guid699	anonIP	ip392
Guid699	ChartId	chartId_1424044972549_0.43883691477241826
Guid699	vers	v4
Guid700	anonIP	ip392
Guid700	ChartId	chartId_1423099315669_0.5942262418541511
Guid700	vers	v4
Guid701	anonIP	ip392
Guid701	ChartId	chartId_1423099493578_0.5915510767404835
Guid701	vers	v4
Guid702	anonIP	ip392
Guid702	ChartId	chartId_1423099583375_0.7477488367626932
Guid702	vers	v4
Guid703	anonIP	ip392
Guid703	ChartId	chartId_1423099681633_0.5753664890344714
Guid703	vers	v4
Guid704	anonIP	ip392
Guid704	ChartId	chartId_1424044804455_0.7399702999956388
Guid704	vers	v4
Guid705	anonIP	ip392
Guid705	ChartId	chartId_1423099776048_0.4672386760711269
Guid705	vers	v4
Guid706	anonIP	ip392
Guid706	ChartId	chartId_1424045450311_0.9528912034574806
Guid706	vers	v4
Guid707	anonIP	ip392
Guid707	ChartId	chartId_1424061523785_0.24152253400702955
Guid707	vers	v4
Guid708	anonIP	ip393
Guid708	ChartId	chartId_1431072419175_0.4973474286980186
Guid708	vers	v4
Guid709	anonIP	ip394
Guid709	ChartId	chartId_1431072818763_0.5514239210612086
Guid709	vers	v4
Guid710	anonIP	ip395
Guid710	ChartId	chartId_1430297801913_0.5219307609091963
Guid710	vers	v4
Guid711	anonIP	ip396
Guid711	ChartId	chartId_1431073015001_0.03708030171492416
Guid711	vers	v4
Guid712	anonIP	ip397
Guid712	ChartId	chartId_1421758836031_0.03779858259670715
Guid712	vers	v4
Guid713	anonIP	ip398
Guid713	ChartId	chartId_1427966785875_0.1836737513326291
Guid713	vers	v4
Guid948	anonIP	ip398
Guid948	ChartId	chartId_1427969886909_0.9755173974820291
Guid948	vers	v4
Guid950	anonIP	ip398
Guid950	ChartId	chartId_1427969887218_0.6827640009362503
Guid950	vers	v4
Guid714	anonIP	ip399
Guid714	ChartId	chartId_1431075530713_0.29166088516089933
Guid714	vers	v4
Guid716	anonIP	ip400
Guid716	ChartId	chartId_1426884897815_0.7199191845010999
Guid716	vers	v4
Guid717	anonIP	ip401
Guid717	ChartId	chartId_1425776297600_0.09239963182920224
Guid717	vers	v4
Guid718	anonIP	ip402
Guid718	ChartId	chartId_1430826116203_0.97067524225123
Guid718	vers	v4
Guid719	anonIP	ip403
Guid719	ChartId	chartId_1423322941638_0.35469727340580975
Guid719	vers	v4
Guid720	anonIP	ip403
Guid720	ChartId	chartId_1423322882671_0.5357206272834802
Guid720	vers	v4
Guid721	anonIP	ip404
